Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Camila Campos,F,B,Raw,23.0,20-23,19-23,Group A,54.9,55,,,,,,101.0,104.0,-106.0,,104.0,,,,,,104.0,3,122.15,124.28,109.98,95.13,Yes,Chile,,WPPO,,2018-09-08,Japan,,Kitakyushu,Asia-Oceania Open Championships,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,27.0,24-34,24-39,Group B,59.42,65,,,,,,167.0,-172.0,-172.0,,167.0,,,,,,167.0,1,142.09,143.7,140.41,100.37,Yes,Chile,,WPPO,,2018-09-08,Japan,,Kitakyushu,Asia-Oceania Open Championships,Yes
Maria Antonieta Ortiz,F,B,Raw,36.0,35-39,24-39,Group A,69.67,73,,,,,,95.0,-99.0,-100.0,,95.0,,,,,,95.0,4,96.32,94.82,83.59,75.43,Yes,Chile,,WPPO,,2018-09-08,Japan,,Kitakyushu,Asia-Oceania Open Championships,Yes
Frank Feliu,M,B,Raw,,,,Group A,92.74,97,,,,,,170.0,-177.0,-180.0,,170.0,,,,,,170.0,9,108.31,106.93,102.36,80.77,Yes,Chile,,WPPO,,2018-09-08,Japan,,Kitakyushu,Asia-Oceania Open Championships,Yes
Javier Ignacio Jimenez Cabrera,M,B,Raw,21.0,20-23,19-23,Open,53.4,54,,,,,,110.0,114.0,-117.0,,114.0,,,,,,114.0,2,106.51,108.83,107.01,72.75,Yes,Chile,,WPPO,,2019-05-03,Peru,,Lima,World Cup,Yes
Amaro Fica,M,B,Raw,25.0,24-34,24-39,Open,74.05,80,,,,,,135.0,140.0,-143.0,,140.0,,,,,,140.0,1,101.27,100.66,97.31,74.64,Yes,Chile,,WPPO,,2019-05-03,Peru,,Lima,World Cup,Yes
Sebastian Castro Rajdl,M,B,Raw,31.0,24-34,24-39,Open,77.3,80,,,,,,130.0,-135.0,-136.0,,130.0,,,,,,130.0,2,91.51,90.75,87.57,67.75,Yes,Chile,,WPPO,,2019-05-03,Peru,,Lima,World Cup,Yes
Pamela Dominique Munoz Rojas,F,B,Raw,29.0,24-34,24-39,Open,67.0,67,,,,,,62.0,-65.0,-65.0,,62.0,,,,,,62.0,1,64.28,63.62,56.13,50.11,Yes,Chile,,WPPO,,2019-05-03,Peru,,Lima,World Cup,Yes
Macarena Paz Montero Escalona,F,B,Raw,21.0,20-23,19-23,Open,80.4,86,,,,,,65.0,-70.0,70.0,,70.0,,,,,,70.0,1,65.79,63.87,56.0,52.84,Yes,Chile,,WPPO,,2019-05-03,Peru,,Lima,World Cup,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,22.0,20-23,19-23,Open,54.0,54,,,,,,135.0,-140.0,140.0,,140.0,,,,,,140.0,5,129.46,132.14,129.84,88.78,Yes,Chile,,WPPO,,2013-05-22,Russia,TUL,Aleksin,European Open Championships,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,33.0,24-34,24-39,Open,58.65,59,,,,,,-175.0,-175.0,-180.0,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,2013-05-22,Russia,TUL,Aleksin,European Open Championships,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,26.0,24-34,24-39,Open,55.7,59,,,,,,160.0,-165.0,-167.0,,160.0,,,,,,160.0,2,143.89,146.42,143.61,99.7,Yes,Chile,,WPPO,,2017-05-04,Hungary,,Eger,World Cup,Yes
Frank Herlando Feliu Ubilla,M,B,Raw,35.0,35-39,24-39,Open,96.55,97,,,,,,174.0,181.0,-188.0,,181.0,,,,,,181.0,5,113.16,111.78,106.85,84.32,Yes,Chile,,WPPO,,2017-05-04,Hungary,,Eger,World Cup,Yes
Cristian Aguirre,M,B,Raw,43.0,40-44,40-49,Open,100.3,107,,,,,,163.0,170.0,-174.0,,170.0,,,,,,170.0,7,104.5,103.34,98.69,77.77,Yes,Chile,,WPPO,,2017-05-04,Hungary,,Eger,World Cup,Yes
Marcos Matamala,M,B,Raw,30.0,24-34,24-39,Open,106.15,107,,,,,,163.0,-166.0,166.0,,166.0,,,,,,166.0,8,99.68,98.82,94.38,73.96,Yes,Chile,,WPPO,,2017-05-04,Hungary,,Eger,World Cup,Yes
Camila Campos,F,B,Raw,22.0,20-23,19-23,Open,54.45,55,,,,,,90.0,-92.0,92.0,,92.0,,,,,,92.0,1,108.66,110.65,97.94,84.71,Yes,Chile,,WPPO,,2017-05-04,Hungary,,Eger,World Cup,Yes
Marion Alejandra Serrano Guajardo,F,B,Raw,17.0,16-17,14-18,Open,77.9,79,,,,,,90.0,-93.0,93.0,,93.0,,,,,,93.0,1,88.81,86.4,75.88,70.86,Yes,Chile,,WPPO,,2017-05-04,Hungary,,Eger,World Cup,Yes
Camila Campos,F,B,Raw,23.0,20-23,19-23,Group A,54.83,55,,,,,,100.0,105.0,-108.0,,105.0,,,,,,105.0,4,123.43,125.6,111.16,96.14,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,38.0,35-39,24-39,Group A,58.43,59,,,,,,-178.0,179.0,-180.0,,179.0,,,,,,179.0,2,154.45,156.46,153.01,108.6,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Maria Antonieta Ortiz,F,B,Raw,36.0,35-39,24-39,Group A,66.15,67,,,,,,92.0,97.0,-99.0,,97.0,,,,,,97.0,5,101.33,100.46,88.65,78.89,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Sebastian Castro,M,B,Raw,,,,Group B,71.2,72,,,,,,130.0,-135.0,-135.0,,130.0,,,,,,130.0,3,96.52,96.18,93.14,70.77,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Amaro Fica,M,B,Raw,24.0,24-34,24-39,Group B,71.78,72,,,,,,127.0,-132.0,-133.0,,127.0,,,,,,127.0,4,93.77,93.39,90.41,68.84,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
G. Marion A. Serrano,F,B,Raw,,,,Group A,77.6,79,,,,,,102.0,-105.0,105.0,,105.0,,,,,,105.0,2,100.47,97.77,85.88,80.1,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Frank Feliu,M,B,Raw,,,,Group B,94.58,97,,,,,,175.0,182.0,-183.0,,182.0,,,,,,182.0,2,114.87,113.44,108.5,85.64,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Cristian Aguirre,M,B,Raw,,,,Group B,95.95,97,,,,,,170.0,-176.0,-176.0,,170.0,,,,,,170.0,4,106.59,105.28,100.65,79.44,Yes,Chile,,WPPO,,2018-05-25,France,,Berck-Sur-Mer,European Open Championships,Yes
Javier Ignacio Jimenez Cabrera,M,B,Raw,22.0,20-23,19-23,Open,52.95,54,,,,,,-123.0,123.0,-126.0,,123.0,,,,,,123.0,5,115.82,118.45,116.52,78.86,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,39.0,35-39,24-39,Open,57.8,59,,,,,,170.0,171.0,185.0,-187.0,185.0,,,,,,185.0,1,161.11,163.36,159.87,112.92,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,28.0,24-34,24-39,Open,59.5,65,,,,,,176.0,-180.0,-182.0,,176.0,,,,,,176.0,2,149.58,151.26,147.78,105.7,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Cristian Aguirre,M,B,Raw,45.0,45-49,40-49,Open,71.7,72,,,,,,-140.0,140.0,143.0,,143.0,,,,,,143.0,7,105.67,105.24,101.89,77.56,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Amaro Fica,M,B,Raw,26.0,24-34,24-39,Open,76.05,80,,,,,,-137.0,137.0,-141.0,,137.0,,,,,,137.0,7,97.42,96.69,93.37,72.01,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Sebastian Castro Rajdl,M,B,Raw,32.0,24-34,24-39,Open,74.0,80,,,,,,137.0,-141.0,-141.0,,137.0,,,,,,137.0,6,99.14,98.55,95.27,73.06,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Frank Herlando Feliu Ubilla,M,B,Raw,37.0,35-39,24-39,Open,95.5,97,,,,,,-175.0,175.0,-183.0,,175.0,,,,,,175.0,4,109.96,108.6,103.84,81.96,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Camila Campos,F,B,Raw,24.0,24-34,24-39,Open,54.35,55,,,,,,105.0,-108.0,-108.0,,105.0,,,,,,105.0,2,124.17,126.47,111.95,96.82,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Pamela Dominique Munoz Rojas,F,B,Raw,30.0,24-34,24-39,Open,64.4,67,,,,,,-65.0,-65.0,65.0,,65.0,,,,,,65.0,2,68.99,68.66,60.61,53.59,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Maria Antonieta Ortiz,F,B,Raw,37.0,35-39,24-39,Open,72.2,73,,,,,,-109.0,109.0,-112.0,,109.0,,,,,,109.0,2,108.36,106.19,93.53,85.29,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Marion Alejandra Serrano Guajardo,F,B,Raw,19.0,18-19,19-23,Open,78.0,79,,,,,,-105.0,105.0,-111.0,,105.0,,,,,,105.0,1,100.21,97.47,85.6,79.97,Yes,Chile,,WPPO,,2019-08-29,Peru,,Lima,Para Pan American Games,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,20.0,20-23,19-23,Open,48.0,48,,,,,,,,,,142.5,,,,,,142.5,6,147.69,152.52,150.85,96.6,Yes,Chile,,WPPO,,2000-10-26,Australia,NSW,Sydney,Paralympic Games,Yes
Victor Valderrama,M,B,Raw,,,,Open,75.0,75,,,,,,,,,,172.5,,,,,,172.5,10,123.76,122.92,118.77,91.34,Yes,Chile,,WPPO,,2000-10-26,Australia,NSW,Sydney,Paralympic Games,Yes
Cristian Aguirre,M,B,Raw,,,,Group B,105.36,107,,,,,,175.0,-177.0,-178.0,,175.0,,,,,,175.0,3,105.4,104.45,99.74,78.24,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Marcos Matamala,M,B,Raw,31.0,24-34,24-39,Group B,97.28,107,,,,,,120.0,-127.0,127.0,,127.0,,,,,,127.0,7,79.13,78.18,74.71,58.95,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,26.0,24-34,24-39,Group B,58.22,59,,,,,,170.0,-175.0,-175.0,,170.0,,,,,,170.0,3,147.14,149.09,145.84,103.34,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,37.0,35-39,24-39,Group A,58.73,59,,,,,,175.0,-180.0,181.0,,181.0,,,,,,181.0,5,155.51,157.45,153.94,109.5,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Camila Campos,F,B,Raw,22.0,20-23,19-23,Group A,54.16,55,,,,,,95.0,-100.0,-100.0,,95.0,,,,,,95.0,5,112.61,114.74,101.57,87.85,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Marion A. Serrano,F,B,Raw,,,,Group A,78.64,79,,,,,,95.0,-99.0,101.0,,101.0,,,,,,101.0,4,95.99,93.32,81.91,76.73,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Frank Feliu,M,B,Raw,,,,Group B,96.67,97,,,,,,-182.0,-182.0,-184.0,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,2017-12-02,Mexico,,Mexico City,World Championships,Yes
Heber Israel Leyton Sanchez,M,B,Raw,20.0,20-23,19-23,Open,43.48,49,,,,,,-87.0,-87.0,-90.0,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,2020-02-20,England,,Manchester,World Cup,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,39.0,35-39,40-49,Open,57.7,59,,,,,,173.0,177.0,-180.0,,177.0,,,,,,177.0,1,154.37,156.55,153.22,108.14,Yes,Chile,,WPPO,,2020-02-20,England,,Manchester,World Cup,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,29.0,24-34,24-39,Open,59.13,65,,,,,,165.0,170.0,-173.0,,170.0,,,,,,170.0,2,145.23,146.95,143.62,102.45,Yes,Chile,,WPPO,,2020-02-20,England,,Manchester,World Cup,Yes
Camila Campos,F,B,Raw,24.0,24-34,24-39,Open,54.68,55,,,,,,103.0,-108.0,108.0,,108.0,,,,,,108.0,2,127.19,129.47,114.58,99.11,Yes,Chile,,WPPO,,2020-02-20,England,,Manchester,World Cup,Yes
Maria Antonieta Ortiz,F,B,Raw,38.0,35-39,24-39,Open,76.4,79,,,,,,110.0,114.0,116.0,,116.0,,,,,,116.0,1,111.89,109.02,95.83,88.94,Yes,Chile,,WPPO,,2020-02-20,England,,Manchester,World Cup,Yes
Marion Alejandra Serrano Guajardo,F,B,Raw,20.0,20-23,19-23,Open,78.56,79,,,,,,-110.0,-110.0,110.0,,110.0,,,,,,110.0,2,104.6,101.69,89.27,83.6,Yes,Chile,,WPPO,,2020-02-20,England,,Manchester,World Cup,Yes
Camila Campos,F,B,Raw,26.0,24-34,24-39,Open,54.57,55,,,,,,111.0,115.0,-117.0,,115.0,,,,,,115.0,4,135.62,138.08,122.21,105.7,Yes,Chile,,WPPO,,2021-09-07,Japan,,Tokyo,Paralympic Games,Yes
Marion Serrano,F,B,Raw,21.0,20-23,19-23,Open,83.81,86,,,,,,114.0,117.0,-121.0,,117.0,,,,,,117.0,6,107.77,104.45,91.33,87.34,Yes,Chile,,WPPO,,2021-09-07,Japan,,Tokyo,Paralympic Games,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,41.0,40-44,40-49,Open,58.36,59,,,,,,180.0,183.0,-186.0,,183.0,,,,,,183.0,4,158.07,160.13,156.62,111.1,Yes,Chile,,WPPO,,2021-09-07,Japan,,Tokyo,Paralympic Games,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,30.0,24-34,24-39,Open,60.86,65,,,,,,-187.0,-187.0,-192.0,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,2021-09-07,Japan,,Tokyo,Paralympic Games,Yes
Marion Alejandra Serrano Guajardo,F,B,Raw,19.0,18-19,19-23,Juniors,78.27,79,,,,,,-100.0,-100.0,-100.0,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,2019-07-12,Kazakhstan,,Nur-Sultan,World Junior Championships,Yes
Victor Valderrama,M,B,Raw,,,,Open,67.5,67.5,,,,,,,,,,125.0,,,,,,125.0,12,96.34,96.38,93.55,70.04,Yes,Chile,,WPPO,,1992-09-03,Spain,,Barcelona,Paralympic Games,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,35.0,35-39,24-39,Open,58.2,59,,,,,,-180.0,180.0,-188.0,,180.0,,,,,,180.0,2,155.84,157.91,154.47,109.44,Yes,Chile,,WPPO,,2016-02-24,Malaysia,,Kuala Lumpur,World Cup,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,25.0,24-34,24-39,Open,55.65,59,,,,,,145.0,-150.0,-150.0,,145.0,,,,,,145.0,6,130.5,132.81,130.27,90.4,Yes,Chile,,WPPO,,2016-02-24,Malaysia,,Kuala Lumpur,World Cup,Yes
Frank Herlando Feliu Ubilla,M,B,Raw,34.0,24-34,24-39,Open,93.85,97,,,,,,,,,,173.0,,,,,,173.0,5,109.59,108.21,103.54,81.71,Yes,Chile,,WPPO,,2016-02-24,Malaysia,,Kuala Lumpur,World Cup,Yes
Camila Campos,F,B,Raw,21.0,20-23,19-23,Open,53.25,55,,,,,,-85.0,85.0,-91.0,,85.0,,,,,,85.0,5,101.92,104.03,92.14,79.71,Yes,Chile,,WPPO,,2016-02-24,Malaysia,,Kuala Lumpur,World Cup,Yes
Maria Antonieta Ortiz,F,B,Raw,34.0,24-34,24-39,Open,66.55,67,,,,,,94.0,-98.0,98.0,,98.0,,,,,,98.0,5,102.01,101.05,89.16,79.47,Yes,Chile,,WPPO,,2016-02-24,Malaysia,,Kuala Lumpur,World Cup,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,39.0,35-39,24-39,Open,58.1,59,,,,,,180.0,184.0,-187.0,,184.0,,,,,,184.0,3,159.53,161.69,158.18,111.98,Yes,Chile,,WPPO,,2019-07-13,Kazakhstan,,Nur-Sultan,World Championships,Yes
Jorge Eduardo Carinao Cardenas,M,B,Raw,28.0,24-34,24-39,Open,57.46,59,,,,,,-170.0,-170.0,-170.0,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,2019-07-13,Kazakhstan,,Nur-Sultan,World Championships,Yes
Frank Herlando Feliu Ubilla,M,B,Raw,37.0,35-39,24-39,Open,94.53,97,,,,,,-173.0,-173.0,173.0,,173.0,,,,,,173.0,19,109.22,107.85,103.17,81.43,Yes,Chile,,WPPO,,2019-07-13,Kazakhstan,,Nur-Sultan,World Championships,Yes
Camila Campos,F,B,Raw,24.0,24-34,24-39,Open,54.54,55,,,,,,103.0,106.0,-110.0,,106.0,,,,,,106.0,5,125.05,127.33,112.7,97.47,Yes,Chile,,WPPO,,2019-07-13,Kazakhstan,,Nur-Sultan,World Championships,Yes
Maria Antonieta Ortiz,F,B,Raw,37.0,35-39,24-39,Open,72.13,73,,,,,,-108.0,108.0,-114.0,,108.0,,,,,,108.0,8,107.42,105.29,92.74,84.54,Yes,Chile,,WPPO,,2019-07-13,Kazakhstan,,Nur-Sultan,World Championships,Yes
Marion Alejandra Serrano Guajardo,F,B,Raw,19.0,18-19,19-23,Open,78.29,79,,,,,,103.0,108.0,-114.0,,108.0,,,,,,108.0,6,102.88,100.04,87.84,82.16,Yes,Chile,,WPPO,,2019-07-13,Kazakhstan,,Nur-Sultan,World Championships,Yes
Victor Valderrama,M,B,Raw,,,,Open,67.5,67.5,,,,,,,,,,,,,,,,,DQ,,,,,Yes,Chile,,WPPO,,1996-08-16,USA,GA,Atlanta,Paralympic Games,Yes
Juan Carlos Garrido Acevedo,M,B,Raw,18.0,18-19,14-18,Open,46.5,48,,,,,,-105.0,105.0,-110.0,,105.0,,,,,,105.0,13,112.48,116.52,115.4,72.47,Yes,Chile,,WPPO,,1998-10-19,UAE,,Dubai,World Championships,Yes
Victor Valderama,M,B,Raw,41.0,40-44,40-49,Open,73.75,75,,,,,,-150.0,150.0,160.0,,160.0,,,,,,160.0,14,116.04,115.37,111.55,85.48,Yes,Chile,,WPPO,,1998-10-19,UAE,,Dubai,World Championships,Yes
Benjamin Alvarado Campos,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,72.58,74,195.0,-205.0,205.0,,205.0,105.0,110.0,112.5,,112.5,250.0,-265.0,-265.0,,250.0,567.5,9,415.93,413.94,400.52,84.16,Yes,Chile,,IPF,IPF,2023-08-27,Romania,,Cluj Napoca,World Junior and Sub-Junior Classic Championships,Yes
Cynthia Noemi Quiroz Cisterna,F,SBD,Raw,32.0,24-34,24-39,Open,67.2,69,-132.5,132.5,-142.5,,132.5,87.5,92.5,-95.0,,92.5,145.0,152.5,-157.5,,152.5,377.5,22,390.73,386.52,340.99,79.39,Yes,Chile,,IPF,IPF,2024-06-15,Lithuania,,Druskininkai,World Classic Powerlifting Championships,Yes
Pablo Anderson Perez,M,SBD,Raw,25.5,24-34,24-39,Open,73.3,74,245.0,252.5,-255.0,,252.5,162.5,167.5,175.0,,175.0,260.0,290.0,312.5,,312.5,740.0,8,538.84,535.92,518.33,109.18,Yes,Chile,,IPF,IPF,2024-06-15,Lithuania,,Druskininkai,World Classic Powerlifting Championships,Yes
Jose Merino Herrera,M,SBD,Raw,29.5,24-34,24-39,Open,65.74,66,-215.0,-220.0,220.0,,220.0,130.0,137.5,140.0,,140.0,232.5,242.5,250.0,,250.0,610.0,13,479.35,480.53,467.02,95.29,Yes,Chile,,IPF,IPF,2025-06-08,Germany,,Chemnitz,World Classic Powerlifting Championships,Yes
Jose Matias Figueroa Contreras,M,SBD,Raw,30.5,24-34,24-39,Open,82.16,83,270.0,-290.0,290.0,,290.0,180.0,190.0,195.0,,195.0,265.0,285.0,300.0,,300.0,785.0,7,533.0,527.18,507.35,109.23,Yes,Chile,,IPF,IPF,2025-06-08,Germany,,Chemnitz,World Classic Powerlifting Championships,Yes
Bernardo Ibañez Pawahton,M,SBD,Raw,28.0,24-34,24-39,Open,101.17,105,-280.0,300.0,-315.0,,300.0,180.0,190.0,195.0,,195.0,280.0,300.0,310.0,,310.0,805.0,14,493.02,487.68,465.71,101.14,Yes,Chile,,IPF,IPF,2025-06-08,Germany,,Chemnitz,World Classic Powerlifting Championships,Yes
Felipe Inaki Rieutord Lira,M,SBD,Raw,22.5,20-23,19-23,Juniors,73.75,74,217.5,230.0,-237.5,,230.0,-140.0,-145.0,145.0,,145.0,280.0,302.5,-330.0,,302.5,677.5,9,491.35,488.51,472.36,99.64,Yes,Chile,,IPF,IPF,2024-08-28,Malta,,St. Paul's Bay,World Junior and Sub-Juniors Powerlifting Championships,Yes
Zhang Xiang Cui,F,B,Single-ply,23.5,24-34,24-39,Open,58.5,60,,,,,,35.0,40.0,-45.0,,40.0,,,,,,40.0,3,45.06,45.48,40.2,25.35,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Liu Xiao Wan,F,B,Single-ply,14.5,13-15,14-18,Open,118.75,90+,,,,,,35.0,40.0,45.0,,45.0,,,,,,45.0,1,36.21,36.05,30.57,21.34,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Liu Xiao Wan,F,SBD,Single-ply,14.5,13-15,14-18,Juniors,118.75,90+,80.0,85.0,90.0,,90.0,35.0,40.0,45.0,,45.0,80.0,85.0,90.0,,90.0,225.0,3,181.07,180.26,152.83,31.87,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Zhang Xiang Cui,F,SBD,Single-ply,23.5,24-34,24-39,Open,58.5,60,60.0,65.0,70.0,,70.0,35.0,40.0,-45.0,,40.0,65.0,70.0,75.0,,75.0,185.0,3,208.41,210.36,185.93,34.89,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Liu Xiao Wan,F,SBD,Single-ply,14.5,13-15,14-18,Open,118.75,90+,80.0,85.0,90.0,,90.0,35.0,40.0,45.0,,45.0,80.0,85.0,90.0,,90.0,225.0,1,181.07,180.26,152.83,31.87,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Li Dong Yang,M,B,Single-ply,29.5,24-34,24-39,Open,85.2,90,,,,,,60.0,65.0,70.0,,70.0,,,,,,70.0,6,46.58,46.02,44.22,24.47,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Li Dong Yang,M,SBD,Single-ply,29.5,24-34,24-39,Open,85.2,90,100.0,-110.0,120.0,,120.0,60.0,65.0,70.0,,70.0,100.0,110.0,120.0,,120.0,310.0,6,206.28,203.81,195.82,35.26,Yes,Chile,,IBSA,,2013-11-09,China,,Beijing,World Bench Press & Powerlifting Championships,Yes
Vilka Venegas,F,SBD,Wraps,17.0,16-17,14-18,Tn 16-17,49.5,52,90.0,100.0,110.0,,110.0,37.5,40.0,,,40.0,90.0,100.0,120.0,,120.0,270.0,1,340.75,349.49,310.5,71.23,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Margorie Lagos,F,SBD,Wraps,22.0,20-23,19-23,Jun,51.2,52,-85.0,85.0,90.0,,90.0,45.0,-50.0,50.0,52.5,50.0,-95.0,95.0,-100.0,,95.0,235.0,1,289.56,296.48,262.97,60.14,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Yasnna Riffo,F,SBD,Wraps,42.0,40-44,40-49,M 40-44,59.9,60,100.0,115.0,120.0,,120.0,60.0,-65.5,-65.5,,60.0,130.0,140.0,-155.5,,140.0,320.0,1,355.11,357.23,315.63,72.42,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Rosalía Llancaleo Saavedra,F,SBD,Wraps,48.0,45-49,40-49,M 45-49,66.4,67.5,-180.0,180.0,190.0,,190.0,-80.0,80.0,90.0,,90.0,170.0,180.0,-185.0,,180.0,460.0,1,479.46,475.09,419.21,97.42,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Erika Cruces Crisóstomo,F,SBD,Wraps,42.0,40-44,40-49,M 40-44,71.5,75,190.0,200.0,,,200.0,90.0,100.0,-105.0,,100.0,170.0,180.0,185.0,,185.0,485.0,1,484.72,475.59,419.0,98.57,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Marlys Valdés,F,SBD,Wraps,35.0,35-39,24-39,SubM,79.3,82.5,120.0,135.0,150.0,155.5,150.0,120.0,130.0,135.5,,135.5,160.0,180.0,200.0,,200.0,485.5,1,459.48,446.43,391.7,93.89,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Vanessa González #1,F,SBD,Wraps,31.0,24-34,24-39,Open,88.0,90,180.0,190.0,,,190.0,60.0,65.0,70.0,,70.0,150.0,160.0,-165.0,,160.0,420.0,1,378.22,366.42,319.15,77.95,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Álvaro Mardones Ballesteros,M,SBD,Wraps,18.0,18-19,14-18,Tn 18-19,59.0,60,125.0,-140.0,-140.0,,125.0,75.0,85.0,-92.5,,85.0,175.0,185.0,-192.5,,185.0,395.0,1,338.07,342.14,334.42,65.36,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Jacob Lagos,M,SBD,Wraps,23.0,20-23,24-39,Jun,66.1,67.5,180.0,190.0,-200.0,,190.0,100.0,105.0,-107.5,,105.0,200.0,215.0,-225.0,,215.0,510.0,2,399.15,399.95,388.61,79.44,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
Brayan Díaz,M,SBD,Wraps,19.0,18-19,19-23,Tn 18-19,73.6,75,195.0,205.0,-212.5,,205.0,95.0,105.0,-112.5,,105.0,190.0,200.0,-212.5,,200.0,510.0,2,370.37,368.27,356.12,75.08,,Chile,,GPA,GPA,2016-10-14,Argentina,,Villa Maria,Sudamericano,Yes
